prvdr_num,prvdr_name,prvdr_address,city,state,prov_region,zip,CBSA_CD,MSA_CD,ownership,urban_rural,teaching,UCN,beds_grp,org_npi_num,IDN,IDN_parent,Covid_payment
40132,LEVI HOSPITAL,300 PROSPECT AVE,HOT SPRINGS,AR,SOUTH,71901,26300,26300,PRIVATE (NOT FOR PROFIT),URBAN,NO,46316,000-099,1124021811,LHC Group,LHC Group,0
40133,BULL SHOALS COMMUNITY HOSP & CL INC,P O BOX 657,BULL SHOALS,AR,SOUTH,72619,99904,4,PRIVATE (FOR PROFIT),RURAL,NO,NA,000-099,NA,NA,NA,0
40134,"ARKANSAS HEART HOSPITAL, LLC",1701 S SHACKLEFORD ROAD,LITTLE ROCK,AR,SOUTH,72211,30780,30780,PRIVATE (FOR PROFIT),URBAN,NO,66726,100-199,1790775229,NA,NA,0
40135,SELECT SPECIALITY HOSPITAL LITTLE ROCK,6101 ST VINCENT DRIVE 2ND FLOOR,LITTLE ROCK,AR,SOUTH,72205,30780,30780,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
40136,ADVANCE CARE HOSPITAL,300 WERNER STREET 3RD FLOOR,HOT SPRINGS,AR,SOUTH,71913,26300,26300,CHURCH,URBAN,NO,NA,000-099,NA,NA,NA,0
40137,ST VINCENT MEDICAL CENTER/NORTH,2215 WILDWOOD AVENUE,SHERWOOD,AR,SOUTH,72120,30780,30780,CHURCH,URBAN,NO,4176,000-099,1629011002,CHI St Vincent (St Vincent Health System),Catholic Health Initiatives (CHI),0
40138,NW MEDICAL CTR - BENTONVILLE,3000 MEDICAL CENTER PARKWAY,BENTONVILLE,AR,SOUTH,72712,22220,22220,PRIVATE (FOR PROFIT),URBAN,YES,NA,000-099,NA,NA,NA,0
40139,SEMPERCARE HOSPITAL OF LITTLE,9601 INTERSTATE 630 EXIT 7,LITTLE ROCK,AR,SOUTH,72205,30780,30780,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
40140,SELECT SPECIALTY HOSPITAL FORT SMITH,1311 SOUTH I STREET,FORT SMITH,AR,SOUTH,72917,22900,22900,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
40141,WILLOW CREEK WOMENS HOSPITAL,4301 GREATHOUSE SPRINGS ROAD,JOHNSON,AR,SOUTH,72741,22220,22220,PRIVATE (NOT FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
40142,HEALTHPARK HOSPITAL,1636 HIGDON FERRY ROAD,HOT SPRINGS,AR,SOUTH,71913,26300,26300,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
40143,SELECT SPECIALITY HOSPITAL PINE BLUFF,1515 42ND AVENUE 3RD FLOOR SE,PINE BLUFF,AR,SOUTH,71603,38220,38220,PRIVATE (NOT FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
40144,ADVANCE CARE HOSPITAL OF FT SMITH,7301 ROGERS AVENUE 4TH FLOOR,FORT SMITH,AR,SOUTH,72903,22900,22900,CHURCH,URBAN,NO,NA,000-099,NA,NA,NA,0
40145,"SURGICAL HOSPITAL OF JONESBORO, LLC,THE",909 ENTERPRISE DRIVE,JONESBORO,AR,SOUTH,72401,27860,27860,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
40146,REGENCY HOSPITAL NW ARKANSAS,"1125 N COLLEGE AVE, 4TH FLOOR",FAYETTEVILLE,AR,SOUTH,72703,22220,22220,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
40147,ARKANSAS SURGICAL HOSPITAL,5201 NORTH SHORE DRIVE,NO LITTLE ROCK,AR,SOUTH,72118,30780,30780,PHYSICIAN OWNERSHIP,URBAN,NO,411596,000-099,1942260609,Medical Facilities Corporation,NA,0
40148,ALLEGIANCE SPECIALTY HOSPITAL OF LR LLC,"11401 INTERSTATE 30, 2ND FLOOR",LITTLE ROCK,AR,SOUTH,72209,30780,30780,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
40149,ADVANCED CARE HOSPITAL WHITE COUNTY,1200 SOUTH MAIN STREET,SEARCY,AR,SOUTH,72143,99904,4,PRIVATE (NOT FOR PROFIT),RURAL,NO,NA,000-099,NA,NA,NA,0
40150,BAPTIST HEALTH EXTENDED CARE HOSPITAL-LR INC,"9601 INTERSTATE 630, EXIT 7, 10TH FLOOR",LITTLE ROCK,AR,SOUTH,72205,30780,30780,PRIVATE (NOT FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
40151,OZARKS COMMUNITY HOSPITAL OF GRAVETTE,1101 JACKSON STREET SW,GRAVETTE,AR,SOUTH,72736,22220,22220,OTHER (SPECIFY),URBAN,NO,NA,000-099,NA,NA,NA,0
40152,NORTHWEST HEALTH PHYSICIANS SPECIALTY HOSPITAL,3873 NORTH PARKVIEW DRIVE,FAYETTEVILLE,AR,SOUTH,72703,22220,22220,PRIVATE (FOR PROFIT),URBAN,NO,1105015,000-099,1407215916,Northwest Health System,Community Health Systems (CHS),0
40153,WADLEY REGIONAL MEDICAL CENTER AT HOPE,2001 SOUTH MAIN,HOPE,AR,SOUTH,71801,99904,4,PRIVATE (FOR PROFIT),RURAL,NO,1219997,000-099,1922353754,IASIS Healthcare,NA,0
40154,BAPTIST HEALTH MEDICAL CENTER- CONWAY,1555 EXCHANGE AVENUE,CONWAY,AR,SOUTH,72032,30780,30780,PRIVATE (NOT FOR PROFIT),URBAN,NO,NA,100-199,1285005140,NA,NA,0
40155,ARKANSAS CONTINUED CARE HOSPITAL OF JONESBORO,"3024 RED WOLFE BOULEVARD, SUITE 1",JONESBORO,AR,SOUTH,72401,27860,27860,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,1356773493,NA,NA,0
40156,"BAPTIST MEMORIAL HOSPITAL-CRITTENDEN, INC",2100 NORTH SEVENTH STREET,WEST MEMPHIS,AR,SOUTH,72301,32820,32820,PRIVATE (NOT FOR PROFIT),URBAN,NO,NA,000-099,1437634524,NA,NA,0
40157,"CENTERVIEW SURGERY CENTER, LLC",1310 CENTERVIEW DRIVE,LITTLE ROCK,AR,SOUTH,72211,30780,30780,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,1679001028,NA,NA,0
40158,LEGACY SURGERY CENTER,"5800 WEST TENTH STREET, SUITE 206",LITTLE ROCK,AR,SOUTH,72204,30780,30780,OTHER (SPECIFY),URBAN,NO,NA,000-099,1588876817,NA,NA,0
40159,"ARKANSAS OTOLARYNGOLOGY CENTER, PA",10201 KANIS ROAD,LITTLE ROCK,AR,SOUTH,72205,30780,30780,OTHER (SPECIFY),URBAN,NO,NA,000-099,NA,NA,NA,0
40160,EXECUTIVE SURGERY CENTER OF LITTLE ROCK LLC,"11220 EXECUTIVE CENTER DRIVE, SUITE 100",LITTLE ROCK,AR,SOUTH,72211,30780,30780,PRIVATE (NOT FOR PROFIT),URBAN,NO,NA,000-099,1386177376,NA,NA,0
40161,ARKANSAS HEART HOSPITAL-ENCORE,1901 ENCORE WAY,BRYANT,AR,SOUTH,72022,30780,30780,PRIVATE (FOR PROFIT),URBAN,YES,NA,000-099,NA,NA,NA,0
50002,ST ROSE HOSPITAL,27200 CALAROGA AVE,HAYWARD,CA,WEST,94545,36084,36084,CHURCH,URBAN,NO,3883,100-199,1942298153,Alecto Healthcare Services,NA,0
50004,PERALTA HOSPITAL,450 30TH ST,OAKLAND,CA,WEST,94609,36084,36084,OTHER (SPECIFY),URBAN,NO,NA,200-299,NA,NA,NA,0
50006,PROVIDENCE ST JOSEPH HOSPITAL,2700 DOLBEER ST,EUREKA,CA,WEST,95501,99905,5,PRIVATE (NOT FOR PROFIT),RURAL,NO,3922,100-199,1891900635,St Joseph Health,Providence St Joseph Health (FKA Providence Health & Services),0
50007,MILLS-PENINSULA MEDICAL CENTER,1501 TROUSDALE DRIVE,BURLINGAME,CA,WEST,94010,41884,41884,PRIVATE (NOT FOR PROFIT),URBAN,YES,5781,300-399,1295199701,Mills - Peninsula Health Services,Sutter Health,0
50008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,601 DUBOCE AVENUE,SAN FRANCISCO,CA,WEST,94117,41884,41884,OTHER (SPECIFY),URBAN,YES,3870,100-199,1659439834,California Pacific Medical Center,Sutter Health,0
50009,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,1000 TRANCAS ST,NAPA,CA,WEST,94558,34900,34900,CHURCH,URBAN,YES,3884,100-199,1235218785,St Joseph Health,Providence St Joseph Health (FKA Providence Health & Services),0
50010,ORANGE GROVE COMMUNITY HOSP,1225 N PARK AVE,POMONA,CA,WEST,91766,31084,31084,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
50011,MEADOWBOOK HOSPITAL OF LOS ANGELES,3831 STOCKER STREET,LOS ANGELES,CA,WEST,90008,31084,31084,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
50013,ADVENTIST HEALTH ST HELENA,10 WOODLAND ROAD,SAINT HELENA,CA,WEST,94574,34900,34900,PRIVATE (NOT FOR PROFIT),URBAN,NO,3885,100-199,1720078082,Adventist Health Northern California Network,Adventist Health,0
50014,SUTTER AMADOR HOSPITAL,200 MISSION BLVD,JACKSON,CA,WEST,95642,99905,5,PRIVATE (NOT FOR PROFIT),RURAL,NO,11767,000-099,1447494323,Sutter Health,Sutter Health,0
50015,NORTHERN INYO HOSPITAL,150 PIONEER LANE,BISHOP,CA,WEST,93514,99905,5,HOSPITAL DISTRICT OR AUTHORITY,RURAL,NO,NA,000-099,NA,NA,NA,0
50016,"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",345 S HALCYON RD,ARROYO GRANDE,CA,WEST,93420,42020,42020,PRIVATE (NOT FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
50017,MERCY GENERAL HOSPITAL,4001 J ST,SACRAMENTO,CA,WEST,95819,40900,40900,PRIVATE (NOT FOR PROFIT),URBAN,YES,8523,400-499,1487694857,Dignity Health (FKA: Catholic Healthcare West),Dignity Health (FKA: Catholic Healthcare West),0
50018,PACIFIC ALLIANCE MEDICAL CENTER,531 W COLLEGE ST,LOS ANGELES,CA,WEST,90012,31084,31084,PRIVATE (FOR PROFIT),URBAN,NO,49090,100-199,1881656460,NA,NA,0
50019,AVENAL DISTRICT HOSPITAL,317 ALPINE ST,AVENAL,CA,WEST,93204,25260,25260,HOSPITAL DISTRICT OR AUTHORITY,URBAN,NO,NA,000-099,NA,NA,NA,0
50021,WOODRUFF COMMUNITY HOSPITAL INC,3800 WOODRUFF AVENUE,LONG BEACH,CA,WEST,90808,31084,31084,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
50024,PARADISE VALLEY HOSPITAL,2400 EAST 4TH ST,NATIONAL CITY,CA,WEST,91950,41740,41740,PRIVATE (FOR PROFIT),URBAN,NO,3835,200-299,1356410351,Prime Healthcare Services,Prime Healthcare Services,0
50025,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,200 WEST ARBOR DRIVE,SAN DIEGO,CA,WEST,92103,41740,41740,OTHER (SPECIFY),URBAN,YES,5737,500+,1184722779,University of California San Diego Health System (AKA: UC San Diego Health),University of California (UC) Health,0
50026,GROSSMONT HOSPITAL,5555 GROSSMONT CENTER DRIVE BOX 58,LA MESA,CA,WEST,91942,41740,41740,HOSPITAL DISTRICT OR AUTHORITY,URBAN,NO,5734,500+,1528041811,Sharp HealthCare,NA,0
50028,MAD RIVER COMMUNITY HOSPITAL,3800 JANES RD,ARCATA,CA,WEST,95521,99905,5,PRIVATE (FOR PROFIT),RURAL,NO,10072,000-099,1518996040,NA,NA,0
50029,SAINT LUKE MEDICAL CENTER,2632 EAST WASHINGTON BLVD,PASADENA,CA,WEST,91109,31084,31084,CHURCH,URBAN,NO,NA,100-199,NA,NA,NA,0
50030,OROVILLE HOSPITAL,2767 OLIVE HIGHWAY,OROVILLE,CA,WEST,95966,17020,17020,PRIVATE (NOT FOR PROFIT),URBAN,YES,40417,100-199,1871606269,NA,NA,0
50032,WARRACK MEDICAL CENTER HOSPITAL,2449 SUMMERFIELD ROAD,SANTA ROSA,CA,WEST,95405,42220,42220,PRIVATE (FOR PROFIT),URBAN,YES,NA,000-099,NA,NA,NA,0
50033,MT ZION HOSP & MED CTR OF THE UCSF,1600 DIVISADERO ST,SAN FRANCISCO,CA,WEST,94115,36084,36084,OTHER (SPECIFY),URBAN,YES,NA,300-399,NA,NA,NA,0
50034,DOMINGUEZ MEDICAL CENTER,171 WEST BORT ST BOX 5806,LONG BEACH,CA,WEST,90805,31084,31084,PRIVATE (FOR PROFIT),URBAN,NO,NA,200-299,NA,NA,NA,0
50036,BAKERSFIELD MEMORIAL HOSPITAL,420 34TH ST,BAKERSFIELD,CA,WEST,93301,12540,12540,PRIVATE (NOT FOR PROFIT),URBAN,YES,3862,400-499,1467538520,Dignity Health (FKA: Catholic Healthcare West),Dignity Health (FKA: Catholic Healthcare West),0
50039,ENLOE MEDICAL CENTER,1531 ESPLANADE,CHICO,CA,WEST,95926,17020,17020,PRIVATE (NOT FOR PROFIT),URBAN,NO,3938,200-299,1417901091,NA,NA,0
50040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,14445 OLIVE VIEW DRIVE,SYLMAR,CA,WEST,91342,31084,31084,OTHER (SPECIFY),URBAN,YES,5731,300-399,1134143415,Los Angeles County Department of Health Services,NA,0
50041,VENCOR HOSPITAL - ONTARIO,550 N MONTEREY AVE,ONTARIO,CA,WEST,91764,40140,40140,PRIVATE (FOR PROFIT),URBAN,YES,NA,100-199,NA,NA,NA,0
50042,ST ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,RED BLUFF,CA,WEST,96080,99905,5,CHURCH,RURAL,NO,6931,000-099,1083732853,Dignity Health (FKA: Catholic Healthcare West),Dignity Health (FKA: Catholic Healthcare West),0
50043,ALTA BATES SUMMIT MEDICAL CENTER,350 HAWTHORNE AVENUE,OAKLAND,CA,WEST,94609,36084,36084,PRIVATE (NOT FOR PROFIT),URBAN,YES,56037,500+,1295181477,Sutter Health,Sutter Health,0
50046,OJAI VALLEY COMMUNITY HOSPITAL,1306 MARICOPA HWY,OJAI,CA,WEST,93023,37100,37100,PRIVATE (NOT FOR PROFIT),URBAN,NO,NA,100-199,NA,NA,NA,0
50047,CALIFORNIA PACIFIC MEDICAL CENTER- VAN NESS CAMPUS,1101 VAN NESS AVENUE,SAN FRANCISCO,CA,WEST,94109,41884,41884,PRIVATE (NOT FOR PROFIT),URBAN,NO,3876,500+,1740348929,California Pacific Medical Center,Sutter Health,0
50049,LINDA VISTA COMMUNITY HOSPITAL,610 S ST LOUIS ST,LOS ANGELES,CA,WEST,90023,31084,31084,OTHER (SPECIFY),URBAN,NO,NA,100-199,NA,NA,NA,0
50051,ALTA HOSPITAL DISTRICT,500 ADELAIDE WAY,DINUBA,CA,WEST,93618,47300,47300,HOSPITAL DISTRICT OR AUTHORITY,URBAN,NO,NA,000-099,NA,NA,NA,0
50052,CHANNEL ISLANDS COMMUNITY HOSPITAL,540 HOBSON WAY,OXNARD,CA,WEST,93030,37100,37100,OTHER (SPECIFY),URBAN,NO,NA,000-099,NA,NA,NA,0
50053,PROVIDENCE HOSPITAL,3012 SUMMIT ST,OAKLAND,CA,WEST,94623,36084,36084,CHURCH,URBAN,NO,NA,200-299,NA,NA,NA,0
50055,CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL,3555 CESAR CHAVEZ,SAN FRANCISCO,CA,WEST,94110,41884,41884,CHURCH,URBAN,YES,4207,100-199,1730238007,California Pacific Medical Center,Sutter Health,0
50056,ANTELOPE VALLEY HOSPITAL,1600 W AVE J,LANCASTER,CA,WEST,93534,31084,31084,HOSPITAL DISTRICT OR AUTHORITY,URBAN,NO,5773,300-399,1366419517,NA,NA,0
50057,KAWEAH HEALTH MEDICAL CENTER,400 W MINERAL KING AVE,VISALIA,CA,WEST,93291,47300,47300,HOSPITAL DISTRICT OR AUTHORITY,URBAN,YES,17140,400-499,1588663769,Kaweah Delta Health Care District,NA,0
50058,GLENDALE MEM HOSPITAL & HLTH CENTER,1420 S CENTRAL AVE,GLENDALE,CA,WEST,91204,31084,31084,PRIVATE (NOT FOR PROFIT),URBAN,NO,3819,300-399,1477610640,Dignity Health (FKA: Catholic Healthcare West),Dignity Health (FKA: Catholic Healthcare West),0
50060,COMMUNITY REGIONAL MEDICAL CENTER,2823 FRESNO STREET,FRESNO,CA,WEST,93721,23420,23420,PRIVATE (NOT FOR PROFIT),URBAN,YES,3866,500+,1104906569,The Community Medical Centers Healthcare Network,NA,0
50061,ST FRANCIS MED CENTER OF SANTA BARBARA,601 E MICHELTORENA ST,SANTA BARBARA,CA,WEST,93103,42200,42200,CHURCH,URBAN,NO,NA,000-099,NA,NA,NA,0
50063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,1300 N VERMONT AVE,LOS ANGELES,CA,WEST,90027,31084,31084,PRIVATE (FOR PROFIT),URBAN,NO,3787,300-399,1922033547,NA,NA,0
50065,WESTERN MEDICAL CENTER,1001 N TUSTIN AVENUE,SANTA ANA,CA,WEST,92705,11244,11244,OTHER (SPECIFY),URBAN,YES,NA,200-299,NA,NA,NA,0
50066,BAY HARBOR HOSPITAL,1437 W LOMITA BLVD,HARBOR CITY,CA,WEST,90710,31084,31084,OTHER (SPECIFY),URBAN,NO,NA,300-399,NA,NA,NA,0
50067,OAK VALLEY HOSPITAL DISTRICT,350 S OAK AVE,OAKDALE,CA,WEST,95361,33700,33700,HOSPITAL DISTRICT OR AUTHORITY,URBAN,NO,12083,000-099,1346381415,NA,NA,0
50068,LINDSAY HOSPITAL MEDICAL CENTER,740 N SEQUOIA AVE BOX 40,LINDSAY,CA,WEST,93247,47300,47300,HOSPITAL DISTRICT OR AUTHORITY,URBAN,NO,NA,100-199,NA,NA,NA,0
50069,PROVIDENCE ST. JOSEPH HOSPITAL,1100 WEST STEWART DR,ORANGE,CA,WEST,92868,11244,11244,CHURCH,URBAN,YES,42835,400-499,1912982216,St Joseph Health,Providence St Joseph Health (FKA Providence Health & Services),0
50070,KAISER FOUNDATION HOSPITAL - SOUTH SAN FRANCISCO,1200 EL CAMINO REAL,SOUTH SAN FRANCISCO,CA,WEST,94080,41884,41884,PRIVATE (NOT FOR PROFIT),URBAN,NO,8515,100-199,1982774337,Kaiser Permanente - Northern California Region,Kaiser Permanente,0
50071,KAISER FOUNDATION HOSPITAL-SANTA CLARA,700 LAWRENCE EXPRESSWAY,SANTA CLARA,CA,WEST,95051,41940,41940,PRIVATE (NOT FOR PROFIT),URBAN,NO,416408,300-399,1326119967,Kaiser Permanente - Northern California Region,Kaiser Permanente,0
50072,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,1425 S MAIN STREET,WALNUT CREEK,CA,WEST,94596,36084,36084,PRIVATE (NOT FOR PROFIT),URBAN,YES,12516,300-399,1639244262,Kaiser Permanente - Northern California Region,Kaiser Permanente,0
50073,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,975 SERENO DR,VALLEJO,CA,WEST,94589,46700,46700,OTHER (SPECIFY),URBAN,NO,8517,400-499,1366513509,Kaiser Permanente - Northern California Region,Kaiser Permanente,0
50074,KAISER FOUNDATION HOSPITAL - RICHMOND CAMPUS,901 NEVIN AVENUE,RICHMOND,CA,WEST,94804,36084,36084,OTHER (SPECIFY),URBAN,NO,NA,000-099,NA,NA,NA,0
50075,KAISER FOUNDATION HOSPITAL - OAKLAND/RICHMOND,275 WEST MACARTHUR BOULEVARD,OAKLAND,CA,WEST,94611,36084,36084,PRIVATE (NOT FOR PROFIT),URBAN,YES,17223,300-399,1427123132,Kaiser Permanente - Northern California Region,Kaiser Permanente,0
50076,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BLVD,SAN FRANCISCO,CA,WEST,94115,41884,41884,PRIVATE (NOT FOR PROFIT),URBAN,YES,56988,200-299,1134299522,Kaiser Permanente - Northern California Region,Kaiser Permanente,0
50077,SCRIPPS MERCY HOSPITAL,4077 5TH AVE,SAN DIEGO,CA,WEST,92103,41740,41740,PRIVATE (NOT FOR PROFIT),URBAN,YES,3837,500+,1659359446,Scripps Health,NA,0
50078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,1300 W 7TH ST,SAN PEDRO,CA,WEST,90732,31084,31084,PRIVATE (NOT FOR PROFIT),URBAN,NO,4197,300-399,1942247291,Providence Health & Services - California,Providence St Joseph Health (FKA Providence Health & Services),0
50079,DOCTORS MEDICAL CENTER - SAN PABLO,2000 VALE RD,SAN PABLO,CA,WEST,94806,36084,36084,HOSPITAL DISTRICT OR AUTHORITY,URBAN,NO,5818,300-399,NA,NA,NA,0
50080,THOMPSON MEMORIAL MEDICAL CENTER,466 E OLIVE AVE,BURBANK,CA,WEST,91501,31084,31084,PRIVATE (FOR PROFIT),URBAN,NO,NA,100-199,NA,NA,NA,0
50081,SIERRA COMMUNITY HOSPITAL,2025 E DAKOTA AVE,FRESNO,CA,WEST,93726,23420,23420,OTHER (SPECIFY),URBAN,NO,NA,000-099,NA,NA,NA,0
50082,ST JOHNS REGIONAL MEDICAL CENTER,1600 N ROSE AVE,OXNARD,CA,WEST,93030,37100,37100,PRIVATE (NOT FOR PROFIT),URBAN,NO,4202,200-299,1073665360,Dignity Health (FKA: Catholic Healthcare West),Dignity Health (FKA: Catholic Healthcare West),0
50084,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,1800 N CALIFORNIA ST,STOCKTON,CA,WEST,95204,44700,44700,PRIVATE (NOT FOR PROFIT),URBAN,YES,3912,300-399,1528190931,Dignity Health (FKA: Catholic Healthcare West),Dignity Health (FKA: Catholic Healthcare West),0
50086,VENCOR HOSPITAL - LOS ANGELES,5525 W SLAUSON AVE,LOS ANGELES,CA,WEST,90056,31084,31084,PRIVATE (FOR PROFIT),URBAN,NO,NA,100-199,NA,NA,NA,0
50087,ALTA BATES - HERRICK HOSPITAL,2001 DWIGHT WAY,BERKELEY,CA,WEST,94704,36084,36084,OTHER (SPECIFY),URBAN,YES,NA,200-299,NA,NA,NA,0
50088,SAN LUIS OBISPO GENERAL HOSPITAL,2180 JOHNSON AVE,SAN LUIS OBISPO,CA,WEST,93401,42020,42020,LOCAL,URBAN,NO,NA,000-099,NA,NA,NA,0
50089,COMMUNITY HOSPITAL OF SAN BERNARDINO,1805 MEDICAL CENTER DRIVE,SAN BERNARDINO,CA,WEST,92411,40140,40140,PRIVATE (NOT FOR PROFIT),URBAN,NO,6977,300-399,1235290818,Dignity Health (FKA: Catholic Healthcare West),Dignity Health (FKA: Catholic Healthcare West),0
50090,SONOMA VALLEY HOSPITAL,347 ANDRIEUX ST,SONOMA,CA,WEST,95476,42220,42220,HOSPITAL DISTRICT OR AUTHORITY,URBAN,NO,10070,000-099,1710063870,NA,NA,0
50092,GLENN GENERAL HOSPITAL,1133 W SYCAMORE ST,WILLOWS,CA,WEST,95988,99905,5,PRIVATE (NOT FOR PROFIT),RURAL,NO,NA,000-099,NA,NA,NA,0
50093,SAINT AGNES MEDICAL CENTER,1303 E HERNDON AVE,FRESNO,CA,WEST,93710,23420,23420,CHURCH,URBAN,YES,6909,400-499,1205845567,Trinity Health (FKA: CHE Trinity Health),Trinity Health (FKA: CHE Trinity Health),0
50095,LAUREL GROVE HOSPITAL,19933 LAKE CHABOT RD,CASTRO VALLEY,CA,WEST,94546,36084,36084,PRIVATE (FOR PROFIT),URBAN,NO,NA,000-099,NA,NA,NA,0
50096,"WEST COVINA MEDICAL CENTER, INC",725 S ORANGE AVE,WEST COVINA,CA,WEST,91790,31084,31084,PRIVATE (FOR PROFIT),URBAN,NO,58334,000-099,1891187035,NA,NA,0
50097,"GENERAL HOSPITAL,THE",2200 HARRISON AVE,EUREKA,CA,WEST,95501,99905,5,OTHER (SPECIFY),RURAL,NO,NA,000-099,NA,NA,NA,0
50098,VALLEY PARK MEDICAL CENTER,7011 SHOUP AVENUE,CANOGA PARK,CA,WEST,91307,31084,31084,PRIVATE (FOR PROFIT),URBAN,NO,NA,100-199,NA,NA,NA,0
50099,SAN ANTONIO REGIONAL HOSPITAL,999 SAN BERNARDINO ROAD,UPLAND,CA,WEST,91786,40140,40140,OTHER (SPECIFY),URBAN,NO,5932,200-299,1780681189,NA,NA,0
50101,SUTTER SOLANO MEDICAL CENTER,300 HOSPITAL DR,VALLEJO,CA,WEST,94589,46700,46700,PRIVATE (NOT FOR PROFIT),URBAN,NO,3888,100-199,1366686248,Sutter Health,Sutter Health,0
50102,"DOCTORS HOSPITAL OF RIVERSIDE, LLC",3865 JACKSON STREET,RIVERSIDE,CA,WEST,92503,40140,40140,PRIVATE (FOR PROFIT),URBAN,NO,3846,100-199,1124596382,NA,NA,0
50103,WHITE MEMORIAL MEDICAL CENTER,1720 E CESAR AVENUE,LOS ANGELES,CA,WEST,90033,31084,31084,CHURCH,URBAN,YES,6854,300-399,1215927470,Adventist Health,Adventist Health,0
50104,SAINT FRANCIS MEDICAL CENTER,3630 EAST IMPERIAL HIGHWAY,LYNWOOD,CA,WEST,90262,31084,31084,CHURCH,URBAN,NO,4196,400-499,1487697215,Verity Health System (FKA Daughters Of Charity Health System),NA,0
50107,MARIAN REGIONAL MEDICAL CENTER,1400 E CHURCH ST,SANTA MARIA,CA,WEST,93454,42200,42200,CHURCH,URBAN,NO,3864,200-299,1760510937,Dignity Health (FKA: Catholic Healthcare West),Dignity Health (FKA: Catholic Healthcare West),0
50108,"SUTTER MEDICAL CENTER, SACRAMENTO",2825 CAPITOL AVENUE,SACRAMENTO,CA,WEST,95816,40900,40900,PRIVATE (NOT FOR PROFIT),URBAN,NO,3933,500+,1811946734,Sutter Health,Sutter Health,0
50109,SUTTER MEMORIAL HOSPITAL,5151 F STREET,SACRAMENTO,CA,WEST,95819,40900,40900,OTHER (SPECIFY),URBAN,YES,NA,300-399,NA,NA,NA,0
50110,LOMPOC VALLEY MEDICAL CENTER,1515 E OCEAN AVENUE,LOMPOC,CA,WEST,93436,42200,42200,HOSPITAL DISTRICT OR AUTHORITY,URBAN,NO,5772,100-199,1194711952,NA,NA,0
50111,TEMPLE COMMUNITY HOSPITAL,235 N HOOVER ST,LOS ANGELES,CA,WEST,90004,31084,31084,PRIVATE (FOR PROFIT),URBAN,NO,NA,100-199,NA,NA,NA,0
50112,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,1250 16TH STREET,SANTA MONICA,CA,WEST,90404,31084,31084,PRIVATE (NOT FOR PROFIT),URBAN,YES,6856,300-399,1427055839,UCLA Health System (AKA: UCLA Hospital System),University of California (UC) Health,0
50113,SAN MATEO MEDICAL CENTER,222 W 39TH AVE,SAN MATEO,CA,WEST,94403,41884,41884,LOCAL,URBAN,NO,10047,100-199,1386713030,NA,NA,0
50115,PALOMAR HEALTH DOWNTOWN CAMPUS,555 EAST VALLEY PARKWAY,ESCONDIDO,CA,WEST,92025,41740,41740,HOSPITAL DISTRICT OR AUTHORITY,URBAN,YES,31789,500+,1457321317,Palomar Health,NA,0
50117,MERCY MED CTR MERCED DOMINICAN CAMPUS,2740 M STREET,MERCED,CA,WEST,95340,32900,32900,CHURCH,URBAN,NO,NA,100-199,NA,NA,NA,0
50118,DOCTORS HOSPITAL OF MANTECA,1205 E NORTH STREET,MANTECA,CA,WEST,95336,44700,44700,OTHER (SPECIFY),URBAN,NO,6916,000-099,1992736599,Tenet Healthcare,Tenet Healthcare,0
